Orthogroups	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1	Totals	Domains
OG0001474	1	1	1	3	DUF3685 (2),Response_reg (1)
OG0001475	1	1	1	3	UbiA (3)
OG0001476	1	1	1	3	GrpE (3)
OG0001477	1	1	1	3	PsbU (3),HHH_3 (2)
OG0001478	1	1	1	3	1-cysPrx_C (2),AhpC-TSA (2),Redoxin (2)
OG0001479	1	1	1	3	FAD_binding_3 (2),Pyr_redox_2 (2),GIDA (1)
OG0001480	1	1	1	3	RibD_C (3),MafB19-deam (3),dCMP_cyt_deam_1 (3)
OG0001481	1	1	1	3	PRA-CH (3),PRA-PH (3),MazG (3)
OG0001482	1	1	1	3	RrnaAD (2)
OG0001483	1	0	2	3	
OG0001484	1	1	1	3	Mur_ligase_C (3),Mur_ligase_M (3),Mur_ligase (3)
OG0001485	1	1	1	3	dTDP_sugar_isom (3)
OG0001486	1	1	1	3	GcpE (2)
OG0001487	1	1	1	3	Mo-nitro_C (3)
OG0001488	1	1	1	3	Methyltransf_25 (2),Methyltransf_15 (2),MTS (2),TRAM (3),Methyltransf_31 (3),tRNA_U5-meth_tr (3),Met_10 (1),Cons_hypoth95 (1),Methyltransf_11 (1)
OG0001489	1	1	1	3	ABC2_membrane (3),ABC2_membrane_3 (3)
OG0001490	1	1	1	3	NYN_YacP (3)
OG0001491	1	1	1	3	ABC_tran (3)
OG0001492	1	1	1	3	
OG0001493	1	1	1	3	Methyltransf_25 (3),Methyltransf_31 (3),Ubie_methyltran (3),Methyltransf_12 (3),Methyltransf_23 (3),NodS (1),Methyltransf_11 (3),MetW (2),MTS (2),TehB (1),Methyltransf_29 (1)
OG0001494	1	1	1	3	LON_substr_bdg (3)
OG0001495	1	1	1	3	TRAM (1)
OG0001496	1	1	1	3	DUF608 (3),Glyco_hydr_116N (3)
OG0001497	1	1	1	3	DUF1292 (2),DUF3727 (3)
OG0001498	1	1	1	3	
OG0001499	1	1	1	3	MMR_HSR1 (2),DUF697 (1)
OG0001500	1	1	1	3	PNTB (3)
OG0001501	1	1	1	3	PseudoU_synth_2 (3),S4 (3)
OG0001502	1	1	1	3	GTP-bdg_N (2),GTP-bdg_M (2),MMR_HSR1 (2)
OG0001503	1	1	1	3	Ribosomal_L32p (3)
OG0001504	1	1	1	3	Peptidase_S13 (3)
OG0001505	1	1	1	3	DUF4330 (2)
OG0001506	1	1	1	3	Methyltransf_25 (3),Methyltransf_15 (3),MTS (3),Methyltransf_31 (3),UPF0020 (2),Methyltransf_11 (1),PrmA (1),PrmC_N (1)
OG0001507	1	1	1	3	GST_N (3),GST_N_3 (3),GST_N_2 (3),GST_C_2 (2),GST_C (2)
OG0001508	1	1	1	3	Beta-lactamase2 (3)
OG0001509	1	1	1	3	ABC1 (3)
OG0001510	1	1	1	3	MoaE (3)
OG0001511	1	1	1	3	CRR7 (2)
OG0001512	1	1	1	3	Carboxyl_trans (3),zf-ACC (3)
OG0001513	1	1	1	3	MSP (2)
OG0001514	1	1	1	3	HPPK (2)
OG0001515	1	1	1	3	HEAT (3),HEAT_2 (3),HEAT_PBS (3),HEAT_EZ (1)
OG0001516	1	1	1	3	HrcA (2)
OG0001517	1	1	1	3	Gln-synt_C (2),Gln-synt_N (2)
OG0001518	1	1	1	3	Trans_reg_C (3),Response_reg (3)
OG0001519	3	0	0	3	DDE_5 (2)
OG0001520	1	1	1	3	RuvB_C (3),RuvB_N (3),AAA_lid_4 (3),AAA (3),AAA_5 (3)
OG0001521	1	1	1	3	TPR_12 (2),TPR_8 (1)
OG0001522	1	1	1	3	
OG0001523	1	2	0	3	
OG0001524	1	1	1	3	Iso_dh (2)
OG0001525	1	1	1	3	SmpB (3)
OG0001526	1	1	1	3	
OG0001527	1	1	1	3	MTS (2),Methyltransf_31 (2),PCMT (2),Methyltransf_4 (1),Met_10 (1)
OG0001528	1	1	1	3	
OG0001529	1	1	1	3	ABC1 (3)
OG0001530	1	1	1	3	PP2C (3),PP2C_2 (3),SpoIIE (3)
OG0001531	1	1	1	3	Pribosyltran (3)
OG0001532	1	1	1	3	Leu_Phe_trans (3)
OG0001533	1	1	1	3	
OG0001534	1	1	1	3	DUF92 (3)
OG0001535	1	1	1	3	GUN4_N (2),GUN4 (2)
OG0001536	1	1	1	3	EFG_C (2),EFG_III (2),EFG_IV (2),GTP_EFTU (2)
OG0001537	1	1	1	3	S1 (2),Tex_YqgF (2),Tex_N (2),HHH_9 (2),HHH_3 (2),HHH_7 (1)
OG0001538	1	1	1	3	DciA (3)
OG0001539	1	1	1	3	Glyco_hydro_3 (3),Bac_GH3_C (2)
OG0001540	1	1	1	3	
OG0001541	1	2	0	3	TaqI_C (1),Eco57I (1),AlbA_2 (1),MmeI_Mtase (2),N6_Mtase (1)
OG0001542	1	1	1	3	ABC2_membrane_2 (3),ABC2_membrane_4 (1)
OG0001543	1	1	1	3	BPD_transp_2 (3)
OG0001544	1	1	1	3	GCV_T (2)
OG0001545	1	1	1	3	RNase_E_G (3)
OG0001546	1	1	1	3	NERD (1),UPF0102 (2)
OG0001547	1	1	1	3	
OG0001548	1	1	1	3	Anth_synt_I_N (2),Chorismate_bind (2)
OG0001549	1	1	1	3	Methyltransf_30 (3)
OG0001550	1	1	1	3	Formyl_trans_C (3),Formyl_trans_N (3)
OG0001551	1	1	1	3	CpcD (2)
OG0001552	1	1	1	3	Phycobilisome (2)
OG0001553	1	1	1	3	Phycobilisome (2)
OG0001554	1	1	1	3	DUF790 (3)
OG0001555	1	1	1	3	DUF2605 (2)
OG0001556	1	1	1	3	DUF2973 (2)
OG0001557	1	1	1	3	DeoC (3)
OG0001558	1	1	1	3	Peptidase_C14 (2)
OG0001559	1	1	1	3	Peptidase_A24 (3),DiS_P_DiS (3)
OG0001560	1	1	1	3	DUF445 (3)
OG0001561	1	2	0	3	PCRF (2),RF-1 (2)
OG0001562	1	2	0	3	LysM (3),Glyco_hydro_46 (1)
OG0001563	1	1	1	3	PBP_dimer (3),Transpeptidase (3)
OG0001564	1	1	1	3	
OG0001565	1	2	0	3	TspO_MBR (3)
OG0001566	1	1	1	3	URO-D (3)
OG0001567	1	1	1	3	Ycf66_N (2)
OG0001568	1	1	1	3	HEAT_2 (2),HEAT_PBS (2)
OG0001569	1	1	1	3	ABC_tran (3),AAA_21 (1)
OG0001570	1	1	1	3	DNA_pol3_beta_2 (3),DNA_pol3_beta (3),DNA_pol3_beta_3 (3)
OG0001571	1	1	1	3	HHH_3 (3),T2SSK (1)
OG0001572	1	1	1	3	PsaM (2)
OG0001573	1	1	1	3	SQS_PSY (3)
OG0001574	2	0	1	3	Pentapeptide (2),Pentapeptide_4 (2)
OG0001575	1	1	1	3	Cytochrom_C550 (3),Cytochrom_C (2)
OG0001576	1	1	1	3	Hydrolase_like (3),PGP_phosphatase (2)
OG0001577	1	1	1	3	polyprenyl_synt (3)
OG0001578	1	1	1	3	ABC_tran (2),AAA_21 (1)
OG0001579	1	1	1	3	Peripla_BP_2 (2)
OG0001580	1	1	1	3	TonB_C (3),TonB_2 (1)
OG0001581	1	1	1	3	GSH-S_ATP (2),RimK (2),GSH-S_N (2)
OG0001582	1	1	1	3	GST_N_3 (2),Glutaredoxin (2)
OG0001583	1	1	1	3	
OG0001584	1	1	1	3	Sod_Fe_N (2),Sod_Fe_C (2)
OG0001585	1	1	1	3	Peptidase_M48 (2)
OG0001586	1	1	1	3	TMP-TENI (3),ThiD2 (3)
OG0001587	1	1	1	3	TPR_2 (3),TPR_12 (2),Glycos_transf_2 (3),TPR_1 (3),TPR_11 (3),TPR_17 (2),TPR_16 (3),TPR_6 (2),TPR_8 (3),Glyco_tranf_2_4 (3),TPR_10 (3),TPR_7 (3),TPR_14 (1)
OG0001588	1	1	1	3	AA_kinase (2)
OG0001589	1	1	1	3	DCC1-like (2)
OG0001590	1	1	1	3	MMADHC (1)
OG0001591	1	1	1	3	IMPDH (2),Glu_synthase (2),FMN_dh (2)
OG0001592	1	1	1	3	DUF2237 (3)
OG0001593	1	1	1	3	CofC (2),DUF2064 (3)
OG0001594	1	1	1	3	ADSL_C (3),Lyase_1 (3)
OG0001595	1	1	1	3	Mob_synth_C (3),Radical_SAM (3),Fer4_12 (2)
OG0001596	1	1	1	3	ArsC (3),Glutaredoxin (3)
OG0001597	1	1	1	3	PetN (3)
OG0001598	1	1	1	3	NDK (2)
OG0001599	1	1	1	3	Sua5_yciO_yrdC (3)
OG0001600	1	1	1	3	Pro_isomerase (3)
OG0001601	1	1	1	3	DUF3007 (2)
OG0001602	1	1	1	3	NdhL (2)
OG0001603	1	1	1	3	Sigma70_r4_2 (1)
OG0001604	1	1	1	3	
OG0001605	1	1	1	3	LdpA_C (2),Fer4 (1)
OG0001606	1	1	1	3	YGGT (2)
OG0001607	1	1	1	3	ABC_transp_aux (3)
OG0001608	1	1	1	3	CTP_transf_like (2),FAD_syn (3),Flavokinase (3)
OG0001609	1	1	1	3	AbrB-like (3)
OG0001610	1	1	1	3	OTCace (2),OTCace_N (2)
OG0001611	1	1	1	3	Putative_PNPOx (2),Pyridox_oxase_2 (1),PNP_phzG_C (2)
OG0001612	1	1	1	3	Transket_pyr (2),XFP_N (3),XFP (3)
OG0001613	1	1	1	3	Mur_ligase_C (3),Mur_ligase_M (3),Mur_ligase (3)
OG0001614	1	1	1	3	TsaE (2)
OG0001615	1	1	1	3	Aminotran_1_2 (2)
OG0001616	1	1	1	3	ACT_7 (3),AA_kinase (3),ACT (3)
OG0001617	1	1	1	3	P-II (3)
OG0001618	1	1	1	3	CorA (3)
OG0001619	1	1	1	3	ADH_zinc_N (3),ADH_N (3)
OG0001620	1	1	1	3	CpcD (2)
OG0001621	1	1	1	3	CpcD (2),PBS_linker_poly (2)
OG0001622	1	1	1	3	Peptidase_M16 (3),Peptidase_M16_C (3)
OG0001623	1	1	1	3	Hist_deacetyl (2)
OG0001624	1	1	1	3	Alpha-amylase (2),CBM_48 (2)
OG0001625	1	1	1	3	Peptidase_M15 (3)
OG0001626	1	1	1	3	Methyltransf_11 (3)
OG0001627	1	1	1	3	HMA (3),E1-E2_ATPase (3),Hydrolase (3)
OG0001628	1	1	1	3	PdxJ (3)
OG0001629	1	1	1	3	Ycf54 (3)
OG0001630	1	1	1	3	AnmK (3)
OG0001631	1	1	1	3	DNA_alkylation (1),HEAT_2 (2),HEAT_PBS (2),HEAT (1)
OG0001632	1	1	1	3	CBS (2)
OG0001633	1	1	1	3	DUF2808 (3)
OG0001634	1	1	1	3	5-FTHF_cyc-lig (3)
OG0001635	1	1	1	3	BPL_LplA_LipB (2)
OG0001636	1	1	1	3	HupE_UreJ (3)
OG0001637	1	1	1	3	Arginosuc_synth (2)
OG0001638	1	1	1	3	MutS_V (3),Smr (3),MSSS (3)
OG0001639	1	1	1	3	Ribonuclease_3 (3)
OG0001640	1	1	1	3	STAS (3),STAS_2 (3)
OG0001641	1	1	1	3	
OG0001642	1	1	1	3	RRM_1 (3)
OG0001643	1	1	1	3	DUF3155 (3)
OG0001644	1	1	1	3	HEAT_2 (2),HEAT_PBS (1)
OG0001645	1	1	1	3	
OG0001646	1	1	1	3	Helicase_C (3),ResIII (2),DEAD (3)
OG0001647	1	1	1	3	TRAM (2),TRAM_2 (3),UPF0004 (3),Radical_SAM (3)
OG0001648	1	1	1	3	SpoIID (2)
OG0001649	1	1	1	3	GFO_IDH_MocA (3),GFO_IDH_MocA_C (3),NAD_binding_3 (1),Shikimate_DH (1)
OG0001650	1	1	1	3	DUF2256 (3)
OG0001651	1	1	1	3	Sua5_yciO_yrdC (3)
OG0001652	1	1	1	3	Ni_insertion (3)
OG0001653	1	1	1	3	Formyl_trans_N (3),ACT (2)
OG0001654	1	1	1	3	CobN-Mg_chel (3)
OG0001655	1	1	1	3	MoCF_biosynth (2),CinA (2),CinA_KH (2)
OG0001656	1	1	1	3	PS_pyruv_trans (3)
OG0001657	1	1	1	3	Glyco_tran_WecG (2)
OG0001658	1	1	1	3	DAGAT (1)
OG0001659	1	1	1	3	Radical_SAM_N2 (2),Radical_SAM (2)
OG0001660	1	1	1	3	DUF4070 (3),Radical_SAM (3),B12-binding (1)
OG0001661	1	1	1	3	
OG0001662	1	1	1	3	DHquinase_II (3)
OG0001663	1	1	1	3	Aminotran_1_2 (2)
OG0001664	1	1	1	3	Bac_DNA_binding (2),HU-HIG (2)
OG0001665	1	1	1	3	APS_kinase (1),AAA_33 (3),Zeta_toxin (2),APH (1)
OG0001666	1	1	1	3	
OG0001667	2	0	1	3	Glycos_transf_2 (3),Glyco_tranf_2_3 (3),Glyco_transf_21 (1),Glyco_trans_2_3 (1)
OG0001668	1	1	1	3	Acyltransferase (3)
OG0001669	1	1	1	3	
OG0001670	1	1	1	3	cNMP_binding (3)
OG0001671	1	1	1	3	PALP (3)
OG0001672	1	1	1	3	ThiS (3)
OG0001673	1	1	1	3	IF-2B (2)
OG0001674	1	1	1	3	CobU (2)
OG0001675	1	1	1	3	SSB (2)
OG0001676	1	1	1	3	HATPase_c (3),HisKA (3),PAS_8 (2),PAS_4 (3),PAS_9 (1),HAMP (3),PAS (3)
OG0001677	1	1	1	3	DUF4340 (3)
OG0001678	1	1	1	3	PLDc_2 (3),PLDc (1),HHH_3 (1),HHH (1),FAM83 (1)
OG0001679	1	1	1	3	DJ-1_PfpI (2),GATase_3 (2),GATase_5 (2)
OG0001680	1	1	1	3	PurS (2)
OG0001681	1	1	1	3	ExbD (2)
OG0001682	1	1	1	3	DnaJ_C (3),DnaJ_CXXCXGXG (3),DnaJ (3)
OG0001683	1	1	1	3	TusA (3)
OG0001684	1	1	1	3	RsgA_GTPase (3),MMR_HSR1 (2)
OG0001685	1	1	1	3	UPRTase (3),Pribosyltran (2)
OG0001686	2	1	0	3	DNA_pol_A_exo1 (2)
OG0001687	1	1	1	3	DAO (3),NAD_binding_8 (2)
OG0001688	1	1	1	3	Usp (3)
OG0001689	1	1	1	3	DUF1517 (3)
OG0001690	1	1	1	3	
OG0001691	1	1	1	3	Mem_trans (3)
OG0001692	1	1	1	3	PseudoU_synth_2 (3)
OG0001693	1	1	1	3	Arginase (2)
OG0001694	1	1	1	3	Potass_KdpF (3)
OG0001695	1	1	1	3	SNARE_assoc (2)
OG0001696	1	1	1	3	Sigma70_r4 (1),Response_reg (3),Sigma70_r4_2 (3),GerE (3)
OG0001697	1	1	1	3	Usp (3),KdpD (3)
OG0001698	1	1	1	3	Aconitase_C (3)
OG0001699	1	1	1	3	MCRA (1),Amino_oxidase (3),NAD_binding_8 (3),FAD_binding_2 (1)
OG0001700	1	1	1	3	MoCF_biosynth (2),MoeA_N (2),MoeA_C (1)
OG0001701	1	1	1	3	Aminotran_1_2 (3),Cys_Met_Meta_PP (1),DegT_DnrJ_EryC1 (3),Aminotran_5 (2)
OG0001702	1	1	1	3	CxxCxxCC (2)
OG0001703	1	1	1	3	PSII_Ycf12 (2)
OG0001704	1	1	1	3	Glyco_hydro_77 (2)
OG0001705	1	1	1	3	RuvA_C (3),RuvA_N (3),HHH_5 (3)
OG0001706	1	1	1	3	Guanylate_kin (3)
OG0001707	1	1	1	3	DAC (2)
OG0001708	1	1	1	3	Pantoate_transf (3)
OG0001709	1	1	1	3	Rv2949c-like (2)
OG0001710	1	1	1	3	MMR_HSR1 (3),GTP_EFTU_D2 (3),EFG_C (3),GTP_EFTU (3),EFG_III (1)
OG0001711	1	1	1	3	GHMP_kinases_C (3),GHMP_kinases_N (3)
OG0001712	1	1	1	3	PDDEXK_1 (3)
OG0001713	1	1	1	3	Formyl_trans_N (3)
OG0001714	1	1	1	3	UPF0182 (3)
OG0001715	1	1	1	3	Pribosyltran (3)
OG0001716	1	1	1	3	Cys_Met_Meta_PP (1),Aminotran_5 (3),Aminotran_1_2 (1)
OG0001717	1	1	1	3	Sigma70_r3 (2),Sigma70_r4 (2),Sigma70_r1_2 (2),Sigma70_r2 (2)
OG0001718	1	1	1	3	FtsX (2)
OG0001719	1	1	1	3	GDC-P (3),Aminotran_5 (1),Beta_elim_lyase (1)
OG0001720	1	2	0	3	DUF4351 (2)
OG0001721	1	2	0	3	KGK (2)
OG0001722	1	1	1	3	NUDIX_4 (2),NUDIX (2),HhH-GPD (1)
OG0001723	1	1	1	3	SRP54_N (3),cobW (1),Zeta_toxin (2),SRP_SPB (3),SRP54 (3)
OG0001724	1	1	1	3	S1 (3)
OG0001725	1	1	1	3	PsbT (3)
OG0001726	1	1	1	3	PSII (3)
OG0001727	1	1	1	3	AdoHcyase_NAD (3),2-Hacid_dh_C (3),AdoHcyase (3),IlvN (3)
OG0001728	1	1	1	3	NFACT-R_1 (3),NFACT-R_2 (2),NFACT_N (3)
OG0001729	1	1	1	3	Trans_reg_C (2),Response_reg (2)
OG0001730	1	1	1	3	HNH_5 (2),HNH (2),HNH_4 (2)
OG0001731	1	1	1	3	Phage_lysozyme (2),Peptidase_M23 (1)
OG0001732	1	1	1	3	Dynamin_N (3),MMR_HSR1 (3),DUF697 (3),GTP_EFTU (3)
OG0001733	1	1	1	3	Cation_efflux (3),ZT_dimer (3)
OG0001734	1	1	1	3	
OG0001735	1	1	1	3	Ribul_P_3_epim (3)
OG0001736	1	1	1	3	Ion_trans_2 (3),Ion_trans (2)
OG0001737	1	1	1	3	DUF839 (2),SSL_N (1)
OG0001738	1	1	1	3	OB_RNB (2),RNB (2),S1 (2),CSD2 (2)
OG0001739	1	1	1	3	Y1_Tnp (1)
OG0001740	1	1	1	3	B12-binding (3),Met_synt_B12 (3),B12-binding_2 (3),S-methyl_trans (3),Pterin_bind (3),CdhD (1)
OG0001741	1	1	1	3	Pro_CA (3)
OG0001742	1	1	1	3	Ycf34 (3)
OG0001743	1	1	1	3	
OG0001744	1	1	1	3	Pirin (2),Pirin_C_2 (2)
OG0001745	1	1	1	3	CbiJ (2)
OG0001746	1	1	1	3	DUF3120 (3)
OG0001747	1	1	1	3	ABC_tran (3)
OG0001748	1	1	1	3	UPF0176_N (2),Rhodanese (2)
OG0001749	2	1	0	3	AhpC-TSA (3),Redoxin (3)
OG0001750	1	1	1	3	Rad50_zn_hook (2),AAA_23 (3),AAA_15 (2),SbcC_Walker_B (3)
OG0001751	1	1	1	3	LuxC (1),Aldedh (2)
OG0001752	1	1	1	3	Hist_deacetyl (3)
OG0001753	1	1	1	3	DUF3352 (3)
OG0001754	1	2	0	3	SBP_bac_1 (2),SBP_bac_8 (2)
OG0001755	1	1	1	3	
OG0001756	1	1	1	3	GIY-YIG (2)
OG0001757	1	1	1	3	Thymidylate_kin (2)
OG0001758	1	1	1	3	
OG0001759	1	1	1	3	BPD_transp_1 (3)
OG0001760	1	1	1	3	Aminotran_5 (3)
OG0001761	1	1	1	3	Peptidase_M20 (3),M20_dimer (3)
OG0001762	1	1	1	3	PEP-utilizers (3),G3P_acyltransf (3),PPDK_N (3)
OG0001763	1	1	1	3	CobS (3)
OG0001764	1	1	1	3	
OG0001765	1	1	1	3	HTH_20 (3),HTH_5 (3),MarR_2 (1)
OG0001766	1	1	1	3	PAP_fibrillin (3)
OG0001767	1	1	1	3	Fer2 (3)
OG0001768	1	1	1	3	DUF2996 (2)
OG0001769	1	1	1	3	Histidinol_dh (2)
OG0001770	1	1	1	3	KR (3),adh_short (3),adh_short_C2 (3)
OG0001771	1	1	1	3	GATase (2),GATase_3 (2),SNO (1)
OG0001772	1	1	1	3	Methyltrans_RNA (3),PUA_4 (3)
OG0001773	1	1	1	3	Methyltransf_25 (3),Mg-por_mtran_C (3),Methyltransf_31 (3),Methyltransf_12 (3),Methyltransf_23 (3),Methyltransf_11 (3)
OG0001774	1	1	1	3	Sigma70_r4 (2),Sigma70_r2 (2),Sigma70_r3 (2),Sigma70_r4_2 (2),Sigma70_ECF (1)
OG0001775	1	1	1	3	FGGY_N (2),FGGY_C (2)
OG0001776	1	1	1	3	ThiF (3),Rhodanese (3)
OG0001777	1	1	1	3	Sigma70_r3 (3),Sigma70_r4 (3),Sigma70_r1_2 (3),Sigma70_r2 (3)
OG0001778	1	1	1	3	Amidase (2)
OG0001779	1	1	1	3	PP2C (3),PP2C_2 (3),DZR (2),SpoIIE (1)
OG0001780	1	1	1	3	SfsA (3),SfsA_N (3)
OG0001781	1	1	1	3	
OG0001782	1	1	1	3	ABC_tran (3),BCA_ABC_TP_C (3)
OG0001783	1	1	1	3	TP_methylase (3)
OG0001784	1	1	1	3	MoCF_biosynth (3)
OG0001785	1	1	1	3	Acetyltransf_1 (2),Acetyltransf_10 (2),Acetyltransf_18 (3),Acetyltransf_7 (1)
OG0001786	1	1	1	3	DUF4149 (1)
OG0001787	1	1	1	3	EF-hand_5 (2),TAL_FSA (3)
OG0001788	1	1	1	3	HSP70 (3),MreB_Mbl (1)
OG0001789	1	1	1	3	SMC_ScpB (2)
OG0001790	1	1	1	3	AIRC (2)
OG0001791	1	1	1	3	Glyco_transf_9 (2)
OG0001792	1	1	1	3	
OG0001793	1	1	1	3	BPD_transp_2 (3)
OG0001794	1	1	1	3	Arm (1),HEAT_2 (3),HEAT_PBS (3)
OG0001795	1	1	1	3	Biotin_carb_C (2),Dala_Dala_lig_C (2),Biotin_carb_N (2),ATP-grasp (2),CPSase_L_D2 (2)
OG0001796	1	1	1	3	
OG0001797	1	1	1	3	Glycos_transf_2 (3),Glyco_tranf_2_3 (2)
OG0001798	1	1	1	3	Orn_DAP_Arg_deC (2),Orn_Arg_deC_N (2)
OG0001799	1	1	1	3	Abhydrolase_1 (2)
OG0001800	1	1	1	3	
OG0001801	1	1	1	3	NeuB (3),DAHP_snth_FXD (3),DAHP_synth_1 (3)
OG0001802	1	1	1	3	DUF3464 (3)
OG0001803	1	1	1	3	Ribosomal_S15 (3)
OG0001804	1	1	1	3	CPP1-like (3)
OG0001805	1	1	1	3	AAA_23 (2),AAA_15 (2),SMC_N (1)
OG0001806	1	1	1	3	SBF (2),SBF_like (1)
OG0001807	1	1	1	3	PTPS (3)
OG0001808	1	1	1	3	Chorismate_synt (3)
OG0001809	1	1	1	3	UreF (2)
OG0001810	1	1	1	3	DUF2396 (2)
OG0001811	1	1	1	3	Glyoxalase (2)
OG0001812	1	1	1	3	Thioredox_DsbH (2),Thioredoxin_7 (2)
OG0001813	1	1	1	3	ABC1 (1),Pkinase (2),PK_Tyr_Ser-Thr (2),PD40 (1),WD40 (1)
OG0001814	1	1	1	3	
OG0001815	1	1	1	3	Peptidase_S24 (3),LexA_DNA_bind (3)
OG0001816	1	1	1	3	Fer4_16 (2),QueG_DUF1730 (2)
OG0001817	1	1	1	3	Glycos_transf_2 (3),Glyco_tranf_2_3 (3),GtrA (3)
OG0001818	1	1	1	3	Caroten_synth (2)
OG0001819	1	1	1	3	DUF3769 (2)
OG0001820	1	1	1	3	HATPase_c (3),HisKA (3),HAMP (1)
OG0001821	1	1	1	3	
OG0001822	1	1	1	3	PUA (3),AA_kinase (3)
OG0001823	1	1	1	3	malic (3),ACT_4 (3),Malic_M (3),ACT (2)
OG0001824	1	1	1	3	Oxidored_FMN (2)
OG0001825	1	1	1	3	Pyrophosphatase (3)
OG0001826	1	1	1	3	SMC_ScpA (2)
OG0001827	1	1	1	3	TrkA_N (3),Na_H_Exchanger (3)
OG0001828	1	1	1	3	Elong-fact-P_C (3),EFP_N (3),EFP (3)
OG0001829	1	1	1	3	Biotin_lipoyl (3)
OG0001830	1	1	1	3	CbiD (3)
OG0001831	1	1	1	3	MGS (2),AICARFT_IMPCHas (2)
OG0001832	1	1	1	3	CpcD (3),NAD_binding_1 (3),FAD_binding_6 (1)
OG0001833	1	1	1	3	GATase_4 (3),Pribosyltran (3),GATase_6 (3),GATase_7 (3)
OG0001834	1	1	1	3	PEPcase (2)
OG0001835	1	1	1	3	AAA (3)
OG0001836	1	1	1	3	FDX-ACB (3),B5 (3),tRNA_synthFbeta (3),B3_4 (3),tRNA_bind (3)
OG0001837	1	1	1	3	
OG0001838	1	1	1	3	PP_kinase (2),PP_kinase_C_1 (2),PP_kinase_C (2),PP_kinase_N (2),PLDc_2 (1)
OG0001839	1	1	1	3	SUFBD (2),SufBD_N (2)
OG0001840	1	1	1	3	Thioredoxin_2 (2),Thioredoxin (2),Thioredoxin_9 (2),Thioredoxin_8 (2),Thioredoxin_3 (1),TraF (2),Redoxin (1)
OG0001841	1	1	1	3	LDcluster4 (3),Lysine_decarbox (3)
OG0001842	1	1	1	3	AhpC-TSA (3),Redoxin (3),AhpC-TSA_2 (1)
OG0001843	1	1	1	3	S4 (2),FtsJ (2)
OG0001844	1	1	1	3	Iso_dh (3)
OG0001845	1	1	1	3	FTSW_RODA_SPOVE (2)
OG0001846	1	1	1	3	ABC_tran (3),BPD_transp_1 (2)
OG0001847	1	1	1	3	Pkinase (2),PK_Tyr_Ser-Thr (2),APH (2)
OG0001848	1	1	1	3	Peptidase_M28 (2),Peptidase_M20 (1)
OG0001849	2	1	0	3	RNase_T (1),AAA_16 (1)
OG0001850	1	1	1	3	SMC_N (2),AAA_23 (2),AAA_15 (1)
OG0001851	1	1	1	3	HTH_20 (2),HTH_5 (2)
OG0001852	1	1	1	3	LYTB (3)
OG0001853	1	1	1	3	G_glu_transpept (3)
OG0001854	1	1	1	3	
OG0001855	1	1	1	3	HMGL-like (3),LeuA_dimer (3)
OG0001856	1	1	1	3	TruB_N (3),TruB-C_2 (3),TruB_C_2 (2)
OG0001857	1	1	1	3	PsbY (2)
OG0001858	1	1	1	3	
OG0001859	1	1	1	3	IPPT (2),IPT (2)
OG0001860	1	1	1	3	Radical_SAM (2)
OG0001861	1	1	1	3	Peptidase_M16 (3),Peptidase_M16_C (3)
OG0001862	1	1	1	3	Crp (3),HTH_Crp_2 (3),PAS_9 (1),PAS (1)
OG0001863	1	1	1	3	WYL (3)
OG0001864	1	1	1	3	PDDEXK_1 (3),Cas_Cas4 (3)
OG0001865	1	1	1	3	CRISPR_Cas2 (3)
OG0001866	1	1	1	3	
OG0001867	1	1	1	3	SAICAR_synt (3)
OG0001868	1	1	1	3	DNA_pol3_delta2 (2),AAA (1)
OG0001869	1	1	1	3	PFK (3)
OG0001870	1	1	1	3	Ycf4 (3)
OG0001871	1	1	1	3	XisH (2)
OG0001872	1	1	1	3	Metallophos_2 (2),Metallophos (2)
OG0001873	1	1	1	3	Tab2-like_N (3),Tab2-like_C (3)
OG0001874	1	1	1	3	PhoU (3),PhoU_div (1)
OG0001875	1	1	1	3	DUF4168 (3)
OG0001876	1	1	1	3	MFS_3 (3),MFS_1 (3)
OG0001877	1	1	1	3	DUF3067 (3)
OG0001878	1	2	0	3	
OG0001879	1	1	1	3	Rieske (3)
OG0001880	1	1	1	3	Apocytochr_F_C (3),Apocytochr_F_N (3)
OG0001881	1	0	2	3	Flot (1),Band_7 (3)
OG0001882	1	1	1	3	DUF2232 (3)
OG0001883	1	1	1	3	Rubrerythrin (2)
OG0001884	1	1	1	3	BioY (3)
OG0001885	1	1	1	3	BATS (2),Radical_SAM (2)
OG0001886	1	1	1	3	tRNA-synt_1b (3),S4 (1)
OG0001887	1	1	1	3	Aminotran_1_2 (3)
OG0001888	1	1	1	3	PDZ (3),Peptidase_M50 (3),PDZ_2 (3),Trypsin_2 (3),PDZ_6 (3),Trypsin (3)
OG0001889	1	1	1	3	MacB_PCD (2),FtsX (2)
OG0001890	1	1	1	3	DUF1997 (3)
OG0001891	1	1	1	3	Glycos_transf_1 (3),Glyco_trans_4_4 (3),Glyco_trans_1_4 (3),Glyco_transf_4 (3)
OG0001892	1	1	1	3	NIR_SIR (3),NIR_SIR_ferr (3)
OG0001893	1	1	1	3	Bac_transf (3)
OG0001894	1	1	1	3	Glycos_transf_1 (3),Glyco_trans_1_4 (3),Glyco_transf_4 (3)
